Duration|Net Sales|Commision (in value)|Age|Agency|Agency Type|Distribution Channel|Product Name|Claim|Destination
8|27.0|0.0|36|7|1|1|1|0|119
2|20.0|0.0|36|7|1|1|0|0|134
10|20.0|0.0|60|7|1|1|1|0|49
109|69.0|24.15|52|9|0|1|8|0|23
8|34.0|0.0|36|7|1|1|10|0|116
6|112.0|0.0|36|7|1|1|1|0|91
13|63.7|15.93|53|2|0|1|13|0|109
37|138.6|83.16|54|6|1|1|16|0|128
6|10.0|0.0|36|7|1|1|10|0|109
31|21.0|0.0|36|7|1|1|10|0|49
61|26.0|9.1|42|9|0|1|8|0|49
3|18.0|6.3|63|9|0|1|8|0|134
3|18.0|6.3|44|9|0|1|8|0|119
39|39.0|0.0|36|7|1|1|1|0|52
206|29.7|17.82|39|6|1|1|16|0|129
27|14.95|3.74|41|2|0|1|9|0|109
23|10.0|0.0|21|7|1|1|10|0|73
4|38.0|0.0|36|7|1|1|10|0|119
15|41.5|10.38|29|2|0|1|17|0|109
3|60.0|0.0|36|7|1|1|0|0|109
366|187.85|46.96|65|2|0|1|4|0|109
55|10.0|0.0|36|7|1|1|10|0|57
51|128.7|77.22|31|6|1|1|16|0|56
20|14.0|0.0|36|7|1|1|10|0|109
9|23.0|0.0|36|7|1|1|10|0|109
8|32.0|8.0|25|2|0|1|9|0|109
47|29.0|0.0|36|7|1|1|1|0|95
7|12.0|0.0|42|7|1|1|10|0|73
11|35.0|12.25|64|9|0|1|8|0|49
2|25.0|16.25|48|11|1|1|20|0|53
71|85.0|0.0|36|7|1|1|1|0|38
55|58.0|20.3|49|9|0|1|25|0|49
7|20.0|0.0|36|7|1|1|0|0|52
8|43.0|0.0|61|7|1|1|1|0|119
176|9.9|5.94|31|6|1|1|16|0|89
8|30.0|10.5|36|9|0|1|8|0|82
42|10.0|0.0|36|7|1|1|10|0|73
47|38.0|0.0|36|7|1|1|1|0|53
27|10.0|0.0|28|7|1|1|10|0|53
30|37.0|0.0|48|7|1|1|1|0|106
6|34.0|0.0|36|7|1|1|1|0|16
2|11.0|0.0|36|7|1|1|10|0|119
18|35.0|12.25|69|9|0|1|8|0|49
213|30.0|0.0|36|7|1|1|10|0|116
21|0.0|41.58|44|6|1|1|16|0|129
34|72.0|18.0|26|2|0|1|9|0|109
30|49.5|29.7|59|6|1|1|16|0|3
79|51.0|0.0|36|7|1|1|0|0|109
18|79.2|47.52|27|6|1|1|16|0|3
42|19.8|11.88|51|6|1|1|16|0|89
13|35.0|12.25|64|9|0|1|8|0|23
8|33.0|0.0|36|7|1|1|1|0|23
10|58.0|20.3|27|9|0|1|25|0|116
39|21.0|0.0|45|7|1|1|1|0|53
19|20.0|0.0|47|7|1|1|1|0|49
31|39.0|0.0|36|7|1|1|1|0|23
3|15.0|6.0|71|12|0|1|25|0|16
33|112.0|0.0|37|7|1|1|1|0|109
271|27.0|0.0|36|7|1|1|10|0|95
56|23.0|9.2|32|12|0|1|25|0|49
9|29.0|0.0|36|7|1|1|1|0|3
51|52.0|0.0|36|7|1|1|10|0|41
6|22.0|7.7|41|9|0|1|8|0|73
20|39.6|23.76|63|6|1|1|16|0|59
47|17.5|4.38|25|2|0|1|9|0|109
365|252.85|63.21|43|2|0|1|4|0|109
174|69.3|41.58|31|6|1|1|16|0|128
55|33.0|11.55|31|9|0|1|8|0|53
8|96.0|0.0|35|7|1|1|1|0|23
49|15.0|3.75|31|2|0|1|17|0|109
13|40.0|14.0|56|9|0|1|8|0|113
11|47.0|0.0|36|7|1|1|1|0|23
44|63.5|15.88|25|2|0|1|17|0|109
35|24.0|0.0|36|7|1|1|10|0|49
152|64.0|0.0|36|7|1|1|10|0|128
23|20.0|0.0|48|7|1|1|1|0|73
37|10.0|0.0|35|7|1|1|10|0|109
5|36.0|0.0|38|7|1|1|10|0|119
11|30.0|10.5|59|9|0|1|8|0|95
8|35.5|8.88|71|2|0|1|17|0|109
34|34.0|0.0|36|7|1|1|10|0|23
28|9.9|5.94|57|6|1|1|16|0|4
13|10.0|0.0|36|7|1|1|10|0|53
9|19.8|11.88|29|6|1|1|16|0|73
122|1.16|0.32|48|13|0|1|22|0|109
22|26.0|9.1|38|9|0|1|8|0|63
145|128.7|77.22|51|6|1|1|16|0|86
17|22.0|7.7|23|9|0|1|8|0|73
6|53.0|0.0|63|7|1|1|10|0|71
10|0.0|0.0|35|7|1|1|10|0|57
14|35.0|12.25|52|9|0|1|8|0|23
6|34.0|0.0|36|7|1|1|0|0|109
20|20.0|0.0|36|7|1|1|1|0|134
94|26.0|0.0|51|7|1|1|1|0|73
27|57.0|14.25|25|2|0|1|17|0|109
5|16.0|0.0|36|7|1|1|10|0|16
215|0.0|120.5|30|2|0|1|17|0|109
58|99.0|59.4|41|6|1|1|16|0|86
11|25.0|0.0|36|7|1|1|10|0|109
1|3.74|1.31|48|1|0|1|2|0|95
20|31.0|0.0|36|7|1|1|10|0|52
94|74.0|0.0|36|7|1|1|1|0|38
33|26.0|9.1|60|9|0|1|8|0|49
76|128.0|0.0|36|7|1|1|10|0|38
42|20.0|0.0|60|7|1|1|1|0|134
62|28.0|0.0|36|7|1|1|10|0|116
370|333.0|83.25|30|2|0|1|3|1|109
20|27.0|0.0|36|7|1|1|10|0|20
12|10.0|0.0|42|7|1|1|10|0|109
228|29.0|9.57|66|5|1|0|12|0|119
6|49.5|29.7|29|6|1|1|16|0|3
30|33.0|12.54|48|10|1|1|25|0|53
70|22.0|0.0|47|7|1|1|0|0|23
8|37.0|0.0|36|7|1|1|10|0|23
84|19.0|0.0|50|7|1|1|10|0|73
28|49.5|29.7|69|6|1|1|16|0|129
63|20.0|0.0|63|7|1|1|1|0|82
32|72.0|18.0|37|2|0|1|17|0|109
5|10.0|0.0|51|7|1|1|10|0|53
108|15.0|0.0|36|7|1|1|10|0|52
4|44.0|0.0|36|7|1|1|10|0|49
9|20.0|0.0|37|7|1|1|1|0|134
124|31.0|0.0|36|7|1|1|1|0|95
40|80.0|0.0|36|7|1|1|10|0|63
8|16.0|4.0|20|2|0|1|9|0|109
48|23.4|5.85|29|2|0|1|9|0|109
11|10.0|0.0|36|7|1|1|10|0|53
19|15.0|6.0|36|12|0|1|25|0|16
14|32.0|0.0|36|7|1|1|10|0|109
159|106.0|0.0|35|7|1|1|1|0|85
14|59.4|35.64|33|6|1|1|16|0|128
6|14.0|0.0|36|7|1|1|10|0|73
135|128.7|77.22|31|6|1|1|16|0|97
101|97.0|0.0|36|7|1|1|1|0|52
1|10.0|0.0|36|7|1|1|10|0|73
7|20.0|0.0|36|7|1|1|1|0|95
3|10.0|0.0|36|7|1|1|10|0|95
76|100.0|40.0|118|8|0|1|25|0|52
2|10.0|0.0|36|7|1|1|10|0|73
369|74.0|0.0|5|15|1|0|11|0|109
29|18.5|4.63|36|2|0|1|17|0|109
3|18.07|6.32|48|1|0|1|2|0|73
5|15.0|6.0|28|12|0|1|25|0|16
12|14.0|0.0|26|7|1|1|10|0|53
33|58.0|20.3|64|9|0|1|8|0|95
31|30.0|10.5|14|14|1|0|23|1|73
66|72.0|18.0|34|2|0|1|17|1|109
13|22.0|0.0|36|7|1|1|1|0|23
111|10.0|0.0|36|7|1|1|10|0|112
53|30.0|10.5|72|14|1|0|23|0|73
372|216.0|54.0|34|2|0|1|4|0|109
35|33.0|0.0|24|7|1|1|10|0|3
9|18.0|0.0|36|7|1|1|10|0|23
6|41.0|0.0|48|7|1|1|10|0|119
18|15.0|0.0|36|7|1|1|10|0|86
51|0.0|17.82|31|6|1|1|16|0|73
114|59.4|35.64|31|6|1|1|16|0|20
107|81.0|28.35|42|1|0|1|25|0|23
19|20.0|5.0|32|2|0|1|9|0|109
81|20.0|0.0|35|7|1|1|1|0|49
85|99.0|59.4|30|6|1|1|16|0|86
17|99.0|59.4|56|6|1|1|16|0|128
70|80.0|0.0|45|7|1|1|10|0|20
118|0.0|41.58|30|6|1|1|16|0|3
60|25.0|0.0|36|7|1|1|10|0|59
3|20.0|0.0|35|7|1|1|10|0|52
142|26.0|9.1|23|9|0|1|8|0|59
4|19.8|11.88|48|6|1|1|16|0|73
88|29.7|17.82|56|6|1|1|16|0|73
14|30.0|10.5|35|14|1|0|23|0|119
24|12.0|0.0|42|7|1|1|10|0|95
54|55.0|0.0|27|7|1|1|10|0|129
24|10.0|0.0|36|7|1|1|10|0|109
4|112.0|0.0|30|7|1|1|1|0|129
45|26.5|17.23|37|11|1|1|18|0|119
36|112.0|0.0|36|7|1|1|1|0|63
55|125.0|43.75|37|9|0|1|25|0|57
6|18.0|6.3|58|9|0|1|8|0|73
45|208.0|72.8|118|9|0|1|25|0|103
20|39.0|0.0|36|7|1|1|1|0|49
18|18.0|0.0|36|7|1|1|10|0|90
52|20.0|0.0|36|7|1|1|1|0|82
71|36.0|0.0|36|7|1|1|10|0|95
34|30.0|10.5|37|9|0|1|8|0|119
137|118.8|71.28|42|6|1|1|16|0|3
3|13.5|3.38|54|2|0|1|9|0|109
7|0.0|17.82|33|6|1|1|16|0|53
20|60.0|15.0|75|2|0|1|13|1|109
13|87.0|0.0|40|7|1|1|1|0|129
80|62.0|0.0|36|7|1|1|1|1|128
1|20.0|0.0|36|7|1|1|0|0|134
278|21.0|0.0|36|7|1|1|10|0|95
15|22.0|7.7|37|9|0|1|8|0|119
25|35.0|12.25|38|9|0|1|8|0|23
92|10.0|0.0|36|7|1|1|10|0|109
19|80.0|0.0|36|7|1|1|10|0|37
89|22.0|7.7|40|9|0|1|8|0|23
12|18.0|6.3|47|9|0|1|8|0|73
6|29.0|7.25|25|2|0|1|17|0|109
12|29.5|7.38|30|2|0|1|9|0|109
17|32.9|8.22|22|2|0|1|9|0|109
276|30.0|0.0|36|7|1|1|1|0|95
22|53.0|13.25|43|2|0|1|9|0|109
17|20.0|0.0|36|7|1|1|0|0|119
226|18.0|6.3|44|9|0|1|8|0|53
6|21.0|0.0|31|7|1|1|1|0|73
55|138.5|34.63|84|2|0|1|9|0|109
5|37.0|0.0|36|7|1|1|1|0|134
44|80.0|0.0|36|7|1|1|10|0|59
38|66.0|0.0|36|7|1|1|10|0|115
38|21.0|0.0|35|7|1|1|10|0|63
2|9.9|5.94|31|6|1|1|16|0|3
87|11.0|0.0|56|7|1|1|10|0|95
2|10.0|0.0|36|7|1|1|10|0|134
3|20.0|0.0|56|7|1|1|0|0|73
9|28.0|0.0|36|7|1|1|10|0|113
5|18.0|0.0|36|7|1|1|10|0|109
16|20.0|0.0|36|7|1|1|1|0|73
39|12.0|0.0|36|7|1|1|10|0|126
35|130.0|49.4|22|0|1|1|25|0|38
17|39.0|9.75|40|2|0|1|9|0|109
8|30.55|7.64|29|2|0|1|9|0|109
373|256.2|166.53|37|11|1|1|5|0|129
11|12.0|0.0|36|7|1|1|10|0|109
58|23.0|5.75|29|2|0|1|9|0|109
43|50.0|0.0|36|7|1|1|1|0|59
25|58.0|20.3|32|9|0|1|25|0|63
24|9.9|5.94|40|6|1|1|16|0|129
11|14.0|0.0|36|7|1|1|10|0|23
8|69.3|41.58|51|6|1|1|16|0|57
15|22.0|7.7|56|9|0|1|8|0|73
6|11.0|0.0|32|7|1|1|10|0|53
22|35.0|12.25|39|9|0|1|8|0|52
4|29.7|17.82|25|6|1|1|16|0|73
27|20.0|0.0|36|7|1|1|1|0|119
32|30.0|10.5|47|9|0|1|8|0|95
13|53.0|0.0|36|7|1|1|10|0|57
13|10.0|0.0|24|7|1|1|10|0|109
9|41.5|10.38|32|2|0|1|17|0|109
29|27.0|0.0|36|7|1|1|1|0|23
3|66.0|0.0|36|7|1|1|10|0|134
23|45.0|15.75|53|9|0|1|25|0|23
6|25.0|16.25|21|11|1|1|18|0|134
8|20.0|0.0|36|7|1|1|0|0|23
11|0.88|0.25|48|13|0|1|22|0|109
29|20.0|0.0|21|7|1|1|1|0|119
95|29.5|7.38|32|2|0|1|17|0|109
54|30.0|0.0|35|7|1|1|0|0|23
30|47.0|0.0|50|7|1|1|1|0|119
9|28.0|0.0|36|7|1|1|1|0|49
87|10.0|0.0|65|7|1|1|10|0|73
16|10.0|0.0|20|7|1|1|10|0|20
8|0.0|0.0|63|7|1|1|0|0|23
13|0.0|9.1|64|9|0|1|8|0|49
47|57.0|0.0|36|7|1|1|10|0|63
6|15.0|3.75|29|2|0|1|9|0|109
31|87.0|30.45|35|9|0|1|25|0|123
7|19.8|11.88|37|6|1|1|16|0|73
20|40.5|10.13|40|2|0|1|9|0|109
58|12.0|0.0|35|7|1|1|10|0|53
51|13.0|0.0|36|7|1|1|10|0|49
27|88.5|22.13|35|2|0|1|17|0|109
366|216.0|54.0|36|2|0|1|4|0|109
27|51.0|0.0|36|7|1|1|1|0|59
121|37.0|12.95|32|9|0|1|8|0|95
113|59.4|35.64|61|6|1|1|16|0|129
49|22.0|0.0|35|7|1|1|10|0|23
6|29.0|7.25|36|2|0|1|17|0|109
8|22.0|0.0|35|7|1|1|10|0|52
3|10.0|0.0|36|7|1|1|10|0|73
4|16.0|4.0|57|2|0|1|9|0|109
20|80.0|0.0|59|7|1|1|10|0|20
2|38.0|0.0|36|7|1|1|0|0|23
1|10.0|0.0|36|7|1|1|10|0|109
15|62.0|15.5|53|2|0|1|17|0|109
4|39.6|23.76|31|6|1|1|16|0|86
21|10.0|0.0|36|7|1|1|10|0|134
88|109.0|0.0|36|7|1|1|1|0|128
85|23.0|9.2|25|12|0|1|25|0|16
137|61.0|21.35|118|1|0|1|25|0|49
21|10.0|0.0|36|7|1|1|10|0|53
1|20.0|0.0|59|7|1|1|0|0|73
49|109.0|38.15|36|9|0|1|25|0|128
19|23.0|0.0|36|7|1|1|1|0|119
27|23.0|0.0|36|7|1|1|1|0|23
132|53.0|0.0|36|7|1|1|10|0|52
18|17.0|0.0|36|7|1|1|10|0|119
23|56.0|0.0|36|7|1|1|10|0|85
11|33.5|8.38|52|2|0|1|17|0|109
41|0.0|0.0|36|7|1|1|1|0|23
12|34.0|0.0|36|7|1|1|10|0|23
79|20.0|0.0|36|7|1|1|0|0|33
46|17.0|0.0|36|7|1|1|10|0|49
9|45.0|15.75|63|9|0|1|25|0|116
35|15.0|6.0|23|12|0|1|25|0|16
187|44.0|0.0|36|7|1|1|10|0|41
4|27.0|0.0|36|7|1|1|1|0|113
2|10.0|0.0|27|7|1|1|10|0|109
9|10.0|0.0|32|7|1|1|10|0|129
1|10.0|0.0|50|7|1|1|10|0|73
4|17.0|0.0|36|7|1|1|10|0|109
57|10.0|0.0|36|7|1|1|10|0|119
53|0.19|0.05|48|13|0|1|22|0|109
23|43.0|0.0|36|7|1|1|1|0|63
9|29.7|17.82|31|6|1|1|16|0|119
39|76.0|0.0|36|7|1|1|1|0|128
102|80.0|0.0|35|7|1|1|10|0|129
120|75.0|0.0|36|7|1|1|10|0|126
74|4.37|1.22|48|13|0|1|22|0|109
158|20.0|0.0|23|7|1|1|1|0|73
11|59.4|35.64|44|6|1|1|16|0|73
9|10.0|0.0|36|7|1|1|10|0|18
38|79.2|47.52|37|6|1|1|16|0|3
171|29.7|17.82|59|6|1|1|16|0|73
13|17.0|4.25|27|2|0|1|9|0|109
183|10.0|0.0|36|7|1|1|10|0|95
379|259.2|64.8|45|2|0|1|4|0|109
11|60.0|24.0|118|8|0|1|25|0|52
28|16.0|0.0|46|7|1|1|10|0|49
10|47.5|11.88|43|2|0|1|17|0|109
5|10.0|0.0|45|7|1|1|10|0|109
8|35.0|12.25|32|9|0|1|8|0|23
26|20.0|0.0|36|7|1|1|1|0|52
34|56.0|0.0|36|7|1|1|1|0|63
1|13.0|0.0|36|7|1|1|10|0|109
163|8.63|2.42|48|13|0|1|22|0|109
74|109.0|0.0|36|7|1|1|1|0|3
1|21.0|0.0|36|7|1|1|10|0|73
93|20.0|0.0|36|7|1|1|1|0|53
266|39.6|23.76|41|6|1|1|16|0|51
72|10.0|0.0|50|7|1|1|10|0|109
22|0.0|83.16|35|6|1|1|16|0|129
4|89.0|0.0|33|7|1|1|0|0|20
27|51.0|0.0|36|7|1|1|10|0|53
531|229.8|149.37|48|11|1|1|7|0|129
8|33.0|0.0|36|7|1|1|10|0|119
21|10.0|0.0|36|7|1|1|10|0|73
50|22.0|0.0|36|7|1|1|1|0|49
59|60.0|0.0|36|7|1|1|10|0|59
364|161.0|40.25|25|2|0|1|4|0|109
7|10.0|0.0|36|7|1|1|10|0|109
81|10.0|0.0|36|7|1|1|10|0|95
25|32.0|0.0|36|7|1|1|10|0|63
204|5.47|1.53|48|13|0|1|22|0|109
52|75.0|0.0|36|7|1|1|1|0|41
5|34.0|0.0|36|7|1|1|10|0|23
199|128.0|0.0|81|7|1|1|10|0|20
22|39.6|23.76|45|6|1|1|16|0|4
30|18.0|0.0|36|7|1|1|10|0|134
50|112.0|0.0|30|7|1|1|1|1|129
66|27.0|6.75|50|2|0|1|9|0|109
35|19.8|11.88|24|6|1|1|16|0|119
2|18.0|6.3|42|9|0|1|8|0|73
168|0.0|0.0|36|7|1|1|10|0|59
9|27.0|6.75|35|2|0|1|9|0|109
19|71.0|0.0|36|7|1|1|1|0|3
7|40.0|10.0|29|2|0|1|9|0|109
5|10.0|0.0|49|7|1|1|10|0|53
140|5.08|1.43|48|13|0|1|22|0|109
70|35.0|12.25|71|9|0|1|8|0|59
67|89.1|53.46|28|6|1|1|16|0|3
58|79.2|47.52|49|6|1|1|16|0|129
99|0.0|0.0|63|7|1|1|1|0|116
26|18.0|6.3|34|9|0|1|8|0|119
12|20.0|0.0|63|7|1|1|1|0|73
67|14.0|0.0|36|7|1|1|10|0|82
93|12.16|3.41|48|13|0|1|22|0|109
1|10.0|0.0|36|7|1|1|10|0|134
13|18.0|6.3|44|9|0|1|8|0|119
34|49.5|29.7|45|6|1|1|16|0|3
7|10.0|0.0|58|7|1|1|10|0|134
15|30.55|7.64|28|2|0|1|9|0|109
4|16.0|0.0|36|7|1|1|10|0|119
16|26.0|9.1|30|9|0|1|8|0|49
39|62.0|0.0|38|7|1|1|10|0|129
25|101.0|0.0|32|7|1|1|1|0|129
14|18.0|6.3|40|9|0|1|8|0|95
26|35.0|12.25|51|9|0|1|8|0|23
20|26.0|9.1|33|9|0|1|8|0|49
16|11.0|0.0|36|7|1|1|10|0|119
8|80.0|0.0|36|7|1|1|10|0|128
181|25.2|6.3|37|2|0|1|9|0|109
17|41.0|0.0|36|7|1|1|10|0|59
40|14.0|0.0|36|7|1|1|10|0|49
43|25.0|0.0|37|7|1|1|1|0|59
7|15.0|6.0|26|12|0|1|25|0|16
2|10.0|0.0|35|7|1|1|10|0|109
66|79.2|47.52|31|6|1|1|16|0|3
92|50.0|0.0|36|7|1|1|10|0|85
7|19.8|11.88|43|6|1|1|16|0|73
17|21.0|0.0|49|7|1|1|1|0|119
59|112.0|0.0|36|7|1|1|1|0|59
34|0.0|53.46|31|6|1|1|16|0|97
6|10.0|0.0|36|7|1|1|10|0|53
23|60.0|0.0|36|7|1|1|1|0|3
37|36.0|0.0|36|7|1|1|1|0|23
26|127.0|31.75|30|2|0|1|17|0|109
33|67.0|0.0|24|7|1|1|10|0|129
60|126.75|31.69|24|2|0|1|17|0|109
24|10.0|0.0|36|7|1|1|10|0|73
18|31.0|0.0|36|7|1|1|1|0|115
52|80.0|0.0|36|7|1|1|10|0|103
64|24.0|0.0|36|7|1|1|10|0|59
21|39.6|23.76|31|6|1|1|16|0|3
148|65.0|0.0|20|7|1|1|1|0|129
256|34.0|0.0|36|7|1|1|10|0|59
77|16.0|0.0|36|7|1|1|10|0|23
24|13.0|0.0|36|7|1|1|10|0|95
11|20.0|0.0|35|7|1|1|0|0|109
8|69.0|0.0|24|7|1|1|0|0|129
157|53.0|0.0|36|7|1|1|0|0|109
11|22.0|7.7|45|9|0|1|8|0|119
36|207.9|124.74|31|6|1|1|16|0|127
39|45.5|11.38|69|2|0|1|9|0|109
10|18.0|6.3|43|9|0|1|8|0|119
377|333.0|83.25|57|2|0|1|3|0|109
48|57.0|0.0|35|7|1|1|1|0|59
51|28.0|0.0|36|7|1|1|1|0|95
30|29.0|9.57|69|4|1|0|12|0|119
19|29.7|17.82|28|6|1|1|16|0|63
19|19.8|11.88|46|6|1|1|16|0|73
12|50.0|0.0|36|7|1|1|1|0|134
18|15.0|0.0|35|7|1|1|10|0|134
14|20.0|0.0|53|7|1|1|1|0|134
32|0.0|89.1|45|6|1|1|16|0|73
15|33.0|0.0|36|7|1|1|10|0|82
8|8.63|3.02|48|1|0|1|2|0|95
88|43.0|0.0|25|7|1|1|1|0|59
20|20.0|0.0|29|7|1|1|10|0|119
6|20.0|0.0|36|7|1|1|1|0|73
5|20.0|0.0|36|7|1|1|1|0|73
45|28.0|0.0|36|7|1|1|1|0|109
9|37.0|0.0|36|7|1|1|1|0|134
15|80.0|0.0|36|7|1|1|10|0|38
90|20.0|0.0|26|7|1|1|1|0|119
3|49.0|12.25|32|2|0|1|17|0|109
77|17.82|4.99|48|13|0|1|22|0|109
14|39.6|23.76|44|6|1|1|16|0|119
7|67.0|0.0|68|7|1|1|1|0|23
15|53.0|0.0|39|7|1|1|10|0|119
11|45.0|0.0|36|7|1|1|1|0|23
45|27.0|0.0|24|7|1|1|10|0|129
39|11.0|0.0|36|7|1|1|10|0|134
39|20.0|0.0|36|7|1|1|1|0|116
224|37.0|0.0|36|7|1|1|1|0|116
87|40.0|0.0|36|7|1|1|1|0|63
6|26.0|9.1|57|9|0|1|8|0|63
10|11.0|0.0|36|7|1|1|10|0|3
93|35.0|0.0|36|7|1|1|1|0|53
21|29.7|17.82|57|6|1|1|16|0|116
9|20.0|0.0|36|7|1|1|0|0|23
117|80.0|0.0|36|7|1|1|10|0|95
13|79.2|47.52|51|6|1|1|16|0|85
177|22.0|7.7|44|9|0|1|8|0|119
84|20.0|0.0|36|7|1|1|1|0|119
86|50.0|16.5|72|4|1|0|12|0|23
38|26.0|9.1|42|9|0|1|8|0|116
5|15.0|0.0|31|7|1|1|10|0|52
5|20.0|0.0|60|7|1|1|0|0|53
86|20.0|0.0|36|7|1|1|1|0|73
13|54.5|13.63|48|2|0|1|17|0|109
1|38.0|0.0|36|7|1|1|0|0|43
21|35.0|0.0|36|7|1|1|1|1|23
23|35.0|12.25|53|9|0|1|8|0|23
5|37.0|9.25|50|2|0|1|17|0|109
3|18.5|4.63|27|2|0|1|17|0|109
32|30.0|0.0|36|7|1|1|1|0|49
12|29.0|0.0|36|7|1|1|1|0|49
2|19.8|11.88|31|6|1|1|16|0|129
138|0.96|0.27|48|13|0|1|22|0|109
2|15.0|6.0|38|12|0|1|25|0|16
128|11.0|0.0|36|7|1|1|10|0|95
7|20.0|0.0|36|7|1|0|1|0|73
19|22.0|7.7|47|9|0|1|8|0|116
79|46.0|0.0|42|7|1|1|1|0|59
32|22.0|7.7|54|9|0|1|8|0|71
75|44.0|0.0|36|7|1|1|10|0|59
81|10.0|0.0|29|7|1|1|10|0|53
10|21.0|0.0|36|7|1|1|1|0|23
3|15.0|6.0|24|12|0|1|25|0|16
25|38.0|0.0|36|7|1|1|1|0|116
9|11.5|2.88|34|2|0|1|9|0|109
16|35.5|8.88|31|2|0|1|9|0|109
6|16.0|4.0|31|2|0|1|9|0|109
28|16.0|0.0|36|7|1|1|10|0|134
69|148.5|89.1|31|6|1|1|16|0|3
41|22.0|0.0|36|7|1|1|0|0|3
21|39.6|23.76|46|6|1|1|16|0|59
53|108.9|65.34|38|6|1|1|16|0|115
5|29.0|7.25|31|2|0|1|17|0|109
16|20.0|0.0|36|7|1|1|0|0|109
364|216.0|54.0|42|2|0|1|4|1|109
10|18.0|6.3|56|9|0|1|8|0|119
35|31.0|0.0|36|7|1|1|1|0|134
52|121.0|42.35|36|9|0|1|25|0|129
5|24.05|6.01|26|2|0|1|17|0|109
95|24.0|0.0|36|7|1|1|10|0|52
21|13.5|3.38|29|2|0|1|9|0|109
6|18.0|4.5|31|2|0|1|9|0|109
9|20.0|0.0|38|7|1|1|1|0|53
4|0.0|17.82|49|6|1|1|16|0|119
2|20.0|0.0|36|7|1|1|0|0|82
392|256.2|166.53|26|11|1|1|5|0|129
1|18.0|6.3|43|9|0|1|8|0|53
10|26.0|9.1|53|9|0|1|8|0|23
105|47.0|0.0|36|7|1|1|1|0|59
42|89.1|53.46|40|6|1|1|16|0|3
17|30.0|10.5|73|14|1|0|23|0|73
25|33.5|8.38|29|2|0|1|9|0|109
26|0.0|0.0|36|7|1|1|10|0|49
1|9.9|5.94|31|6|1|1|16|0|119
14|29.7|17.82|25|6|1|1|16|0|3
43|39.6|23.76|44|6|1|1|16|0|59
52|38.0|0.0|36|7|1|1|10|0|127
16|20.0|0.0|36|7|1|1|1|0|95
11|29.7|17.82|53|6|1|1|16|0|3
48|16.0|0.0|36|7|1|1|10|0|53
6|23.4|5.85|35|2|0|1|9|0|109
30|0.0|0.0|36|7|1|1|1|0|109
5|35.1|8.78|34|2|0|1|13|0|109
21|9.9|5.94|39|6|1|1|16|0|57
44|16.0|0.0|36|7|1|1|10|0|109
39|49.0|0.0|36|7|1|1|1|0|109
41|33.0|12.54|48|10|1|1|25|0|53
10|88.0|0.0|35|7|1|1|1|0|109
23|20.0|0.0|36|7|1|1|1|0|73
5|39.6|23.76|26|6|1|1|16|0|38
10|20.0|0.0|29|7|1|1|1|0|73
13|33.0|0.0|36|7|1|1|10|0|119
5|17.5|4.38|39|2|0|1|9|0|109
48|18.0|6.3|32|9|0|1|8|0|119
3|29.0|0.0|36|7|1|1|10|0|109
10|39.6|23.76|28|6|1|1|16|0|73
8|16.0|4.0|32|2|0|1|9|0|109
6|62.0|24.8|118|8|0|1|25|0|52
8|83.0|20.75|28|2|0|1|17|0|109
111|40.0|14.0|36|9|0|1|8|0|63
217|117.75|29.44|36|2|0|1|17|0|109
378|333.0|83.25|31|2|0|1|3|0|109
7|15.0|0.0|36|7|1|1|10|0|134
7|34.0|0.0|36|7|1|1|10|0|49
23|80.0|0.0|20|7|1|1|10|0|59
35|29.0|0.0|36|7|1|1|10|0|109
99|10.0|0.0|46|7|1|1|10|0|73
3|16.0|0.0|36|7|1|1|10|0|134
387|216.0|54.0|45|2|0|1|4|0|109
9|15.0|0.0|36|7|1|1|10|0|49
40|12.16|3.41|48|13|0|1|22|0|109
5|17.0|0.0|36|7|1|1|10|0|53
3|24.0|0.0|36|7|1|1|10|0|23
38|23.0|0.0|36|7|1|1|10|0|23
23|68.0|0.0|26|7|1|1|10|0|129
32|12.0|0.0|35|7|1|1|10|1|134
17|69.3|41.58|31|6|1|1|16|0|119
13|20.0|0.0|36|7|1|1|1|0|134
15|19.8|11.88|37|6|1|1|16|0|119
52|112.0|0.0|36|7|1|1|1|0|109
5|21.0|5.25|56|2|0|1|9|0|109
4|39.6|23.76|36|6|1|1|16|0|73
4|20.0|0.0|29|7|1|1|0|0|109
10|18.0|4.5|28|2|0|1|9|0|109
11|10.0|0.0|36|7|1|1|10|0|109
245|12.0|0.0|36|7|1|1|10|0|116
40|11.0|0.0|36|7|1|1|10|0|134
73|69.3|41.58|30|6|1|1|16|0|3
20|23.5|5.88|24|2|0|1|9|0|109
388|252.85|63.21|29|2|0|1|4|0|109
15|30.0|0.0|39|7|1|1|1|0|82
15|10.0|0.0|36|7|1|1|10|0|95
5|20.0|0.0|35|7|1|1|1|0|73
74|0.0|0.0|36|7|1|1|10|0|63
185|491.5|122.88|26|2|0|1|13|0|109
4|15.0|0.0|36|7|1|1|10|0|106
107|0.0|29.7|32|6|1|1|16|0|51
119|40.0|0.0|36|7|1|1|10|0|119
1|9.9|5.94|37|6|1|1|16|0|73
50|62.0|0.0|36|7|1|1|10|0|51
76|29.0|9.57|38|4|1|0|12|0|119
4|39.6|23.76|31|6|1|1|16|0|85
12|32.0|0.0|59|7|1|1|1|0|134
6|20.0|0.0|36|7|1|1|0|0|53
